SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
511549,MORARKA FIN.,X ,Q,27.60,27.60,27.60,27.60,27.60,26.30,2,100,2760.00,
511551,MONARCH     ,X ,Q,31.20,35.95,31.20,33.95,33.95,31.50,17,899,28680.00,
511557,PRO FIN CAP.,X ,Q,58.25,58.25,58.25,58.25,58.25,59.40,16,1204,70133.00,
511559,TIMES GUARAN,T ,Q,36.25,36.25,36.00,36.25,36.25,34.55,33,5424,196420.00,
511589,AVONMORE    ,X ,Q,15.25,15.30,14.03,14.27,14.22,14.98,28,2207,31844.00,
511605,ARIHANT CAP.,X ,Q,57.50,61.80,57.50,60.00,61.80,58.00,21,1423,83583.00,
511628,IMCAP       ,X ,Q,19.60,19.60,19.60,19.60,19.60,20.25,1,30,588.00,
511630,SAMBHAAV MED,B ,Q,4.86,4.86,4.00,4.04,4.04,4.05,15,5836,24957.00,
511658,NETTLINX LTD,X ,Q,33.00,36.65,33.00,35.45,35.50,33.65,22,5847,209109.00,
511664,BGIL FL TEC ,XT,Q,3.10,3.10,3.00,3.07,3.09,3.12,3,120,369.00,
511672,SCANSTL     ,X ,Q,37.20,40.45,37.15,38.50,37.70,39.45,21,1797,68419.00,
511676,GIC HOUSING ,A ,Q,257.00,261.00,255.00,257.50,256.55,257.50,163,3164,817128.00,
511710,CUBICAL FIN.,X ,Q,1.00,1.00,1.00,1.00,1.00,1.05,1,295,295.00,
511714,NIMBSPROJ   ,X ,Q,11.55,11.55,11.55,11.55,11.55,12.15,2,20,231.00,
511716,ESCORT FINAN,XT,Q,3.16,3.47,3.16,3.16,3.16,3.32,12,2409,7690.00,
511724,BAID LEASING,X ,Q,70.00,70.00,66.65,68.85,69.95,70.15,13,370,25569.00,
511726,VIPUL LTD   ,B ,Q,46.40,51.35,46.40,51.35,51.35,46.70,222,53714,2729911.00,
511730,TRC FINAN.SE,XT,Q,21.75,21.75,21.75,21.75,21.75,20.75,1,10,217.00,
511736,USHDEV INTNL,XT,Q,0.31,0.31,0.31,0.31,0.31,0.32,1,100,31.00,
511742,UGROCAP     ,X ,Q,195.00,203.00,180.00,189.95,187.00,190.20,53,5232,997906.00,
511754,SHALIB.FINAN,X ,Q,82.00,89.90,82.00,86.25,89.90,84.00,8,210,17687.00,
511764,UPASANA FIN.,X ,Q,57.90,58.00,55.00,56.60,56.00,58.45,127,38383,2161902.00,
511766,MUTHOOT CAP ,B ,Q,770.80,770.80,740.00,749.80,748.00,755.45,68,415,311428.00,
512018,CNI RES LTD ,XT,Q,2.35,2.35,2.35,2.35,2.35,2.25,1,70,164.00,
512047,ROYAL IND   ,X ,Q,1.80,1.80,1.80,1.80,1.80,1.80,2,20,36.00,
512068,DECCANGOLD  ,X ,Q,27.70,27.70,26.75,26.80,26.75,27.05,140,45252,1223743.00,
512070,UPL         ,A ,Q,969.00,972.00,955.95,963.70,963.70,967.50,475,18629,17950999.00,
512093,CRANES SOFTW,X ,Q,1.57,1.69,1.55,1.60,1.64,1.61,91,45659,74748.00,
512131,SIGNET IND  ,B ,Q,44.00,44.00,39.15,40.15,40.15,43.10,429,36059,1458561.00,
512149,ADVANCE TECH,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,10000,1900.00,
512161,8KMILES     ,B ,Q,110.70,120.25,110.70,115.80,115.80,114.55,1290,88423,10502104.00,
512165,ABANSENT    ,XT,Q,39.30,39.30,39.25,39.25,39.25,38.90,2,2,78.00,
512175,VAMA INDS   ,X ,Q,8.89,8.89,7.90,8.06,8.03,8.56,13,2032,16530.00,
512179,SUNTECK REAL,A ,Q,465.15,469.50,455.50,457.80,457.95,457.35,937,103627,47631684.00,
512215,STEPHANOTIS ,XT,Q,55.85,55.85,55.00,55.40,55.85,53.20,15,1550,85939.00,
512217,PRISM MEDI  ,XT,Q,35.00,35.00,34.70,34.70,34.70,34.00,4,102,3542.00,
512237,JAI CORP LTD,A ,Q,116.00,116.80,112.80,114.05,114.05,116.55,1577,137944,15849233.00,
512247,ASHIRWAD CAP,X ,Q,3.39,3.39,3.23,3.31,3.34,3.30,40,61487,202944.00,
512257,SVARTCORP   ,X ,Q,3.93,4.98,3.93,4.86,4.86,4.31,244,221589,1059148.00,
512267,MEDIA MATRIX,X ,Q,4.60,4.74,4.30,4.68,4.74,4.68,41,216552,986487.00,
512289,SHIRPUR GOLD,B ,Q,18.30,18.30,17.40,17.40,17.40,18.30,91,45098,786796.00,
512296,BHAGYA INL  ,B ,Q,30.40,30.40,29.50,29.95,29.50,30.25,11,2803,84001.00,
512359,SWORDEDGE   ,XT,Q,7.01,7.01,7.01,7.01,7.01,7.02,1,9,63.00,
512379,CRESSANDA SO,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,7643,1452.00,
512381,STARTECK    ,XT,Q,27.60,27.60,27.45,27.55,27.55,26.30,5,3190,87714.00,
512453,SHRI JAGDAMB,X ,Q,259.90,270.00,259.90,260.00,260.00,256.00,4,42,11088.00,
512455,LLOYDS MET E,X ,Q,12.40,12.40,11.75,11.94,11.75,11.90,55,17141,206090.00,
512463,SHREE GLOBAL,X ,Q,2.78,2.78,2.78,2.78,2.78,2.92,1,500,1390.00,
512477,BETEX INDIA ,X ,Q,28.85,28.85,26.15,26.70,26.15,27.50,4,100,2722.00,
512493,GARNET INTL ,X ,Q,48.65,55.00,48.65,52.90,52.90,50.00,10,250,12928.00,
512499,SHALIMAR PRO,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,1,1000,490.00,
512519,DONEAR IND. ,B ,Q,38.00,39.50,38.00,38.35,38.45,37.65,15,1727,66694.00,
512527,SUPER SAL IN,X ,Q,395.10,400.00,395.10,400.00,400.00,406.40,2,25,9951.00,
512529,SEQUENT     ,B ,Q,69.70,70.15,67.70,68.15,68.00,69.40,281,36302,2494630.00,
512531,STC INDIA   ,B ,Q,116.80,121.00,116.70,118.60,118.60,118.20,314,14138,1673431.00,
512553,ZENITH EXP. ,B ,Q,41.80,62.00,41.80,45.50,59.00,52.20,17,332,14859.00,
512559,KOHINORFOODS,B ,Q,28.80,29.90,28.30,28.50,28.50,29.10,40,4505,129471.00,
512573,AVANTI FEEDS,A ,Q,367.75,372.50,342.00,364.95,369.00,362.45,1098,32738,11977233.00,
512587,ZODIAC JRD  ,B ,Q,36.50,36.50,36.50,36.50,36.50,35.35,4,600,21900.00,
512599,ADANI ENTER ,A ,Q,126.00,129.95,125.00,126.65,126.65,126.90,1698,332970,42359104.00,
512608,BHANDARI HOS,B ,Q,1.87,2.02,1.78,1.80,1.80,1.85,22,9879,18171.00,
512618,RLF LIMITED.,XT,Q,5.18,5.18,5.18,5.18,5.18,4.94,1,100,518.00,
512626,ORBIT EXPORT,B ,Q,118.00,118.00,114.00,114.00,114.00,114.05,2,205,24170.00,
512634,SAVERA IND  ,X ,Q,65.00,65.00,65.00,65.00,65.00,65.00,2,3,195.00,
513005,VBC FERRO   ,XT,Q,39.50,41.05,37.55,37.55,37.55,39.50,11,578,21810.00,
513010,TATA SPONGE ,B ,Q,735.25,738.95,722.05,726.25,726.25,742.40,245,3727,2716999.00,
513023,NAV BHAR VEN,A ,Q,102.30,103.05,100.20,100.65,100.35,101.65,100,4164,422016.00,
513043,REMI EDEL   ,X ,Q,25.80,25.80,25.80,25.80,25.80,25.90,1,1,25.00,
513059,G.S.AUTO INT,X ,Q,7.25,7.25,6.70,6.70,6.70,6.75,5,3051,21692.00,
513097,SHIV.BIMETAL,X ,Q,123.00,123.00,120.00,122.40,122.75,123.50,66,5288,645720.00,
513108,GANDHI SP.TU,B ,Q,328.00,332.00,328.00,332.00,332.00,333.00,7,80,26384.00,
513117,AMFORGE IND.,X ,Q,1.40,1.44,1.40,1.44,1.44,1.46,3,157,223.00,
513121,ORICON ENT  ,B ,Q,24.95,25.55,24.95,25.15,25.15,25.25,27,2164,54581.00,
513142,BALASORE    ,X ,Q,19.00,19.75,18.15,18.65,18.90,19.00,84,10101,190598.00,
513149,ACROW INDIA ,XT,Q,126.00,126.00,126.00,126.00,126.00,120.00,1,5,630.00,
513151,STI INDIA LT,T ,Q,12.00,12.00,12.00,12.00,12.00,12.07,1,50,600.00,
513179,NAT STL AGRO,B ,Q,4.16,4.89,4.15,4.69,4.69,4.60,15,2040,9208.00,
513216,UTTAM GALVA ,B ,Q,9.40,10.30,9.40,10.09,10.10,9.86,235,50320,502419.00,
513228,PENNAR STEEL,B ,Q,35.45,35.60,35.00,35.40,35.35,36.05,66,9286,328539.00,
513252,JAY USHIN   ,XT,Q,370.00,370.00,370.00,370.00,370.00,370.50,1,44,16280.00,
513262,ST.STR.WHEEL,B ,Q,829.00,886.00,829.00,856.40,856.40,837.80,528,4365,3750538.00,
513269,MAN IND.(I) ,B ,Q,66.00,66.50,65.50,65.65,65.65,66.65,61,7887,519048.00,
513291,PREM PIPES  ,XT,Q,16.90,16.90,16.90,16.90,16.90,16.58,11,6100,103090.00,
513295,IMEC        ,X ,Q,1.71,1.89,1.71,1.89,1.89,1.80,4,2090,3942.00,
513335,METALFORGE  ,B ,Q,8.80,9.00,8.74,9.00,9.00,9.20,27,1748,15396.00,
513349,AJMERA      ,B ,Q,167.05,172.00,167.00,168.10,168.00,170.65,56,1884,317246.00,
513353,COCHIN MIN. ,X ,Q,183.75,183.75,167.70,169.30,169.30,166.15,23,523,90079.00,
513359,PARINFRA    ,X ,Q,2.20,2.20,2.19,2.19,2.19,2.30,2,140,307.00,
513361,ISW LTD     ,X ,Q,1.00,1.00,0.95,0.99,0.99,1.00,29,43083,42275.00,
513369,RAJKUMAR FRG,X ,Q,35.15,35.15,34.00,35.00,35.00,35.15,3,559,19066.00,
513375,CARBORUNDUM ,A ,Q,359.65,359.65,351.85,356.70,356.00,359.65,198,2087,740446.00,
513377,MINERAL&METL,A ,Q,26.10,26.30,25.65,25.75,25.75,26.10,269,76965,1986716.00,
513401,ASHIANA ISP.,X ,Q,22.50,22.50,22.50,22.50,22.50,22.50,1,15,337.00,
513414,SMPL        ,T ,Q,0.51,0.51,0.51,0.51,0.51,0.51,2,400,204.00,
513434,TATA METALIK,A ,Q,622.00,623.95,610.50,616.20,616.00,622.50,206,1727,1063912.00,
513436,SHAH ALLOYS ,B ,Q,15.80,15.80,15.00,15.00,15.00,15.15,5,210,3160.00,
513446,MONNETISPA  ,B ,Q,24.00,24.90,23.55,23.85,23.75,24.10,52,11844,284644.00,
513456,KANISHK ST. ,XT,Q,11.00,11.00,11.00,11.00,11.00,11.25,1,56,616.00,
513472,SIMPLEX CAST,X ,Q,74.05,80.45,68.00,70.25,70.25,72.70,26,467,35321.00,
513496,MEWAT ZINC  ,P ,Q,11.74,11.74,11.74,11.74,11.74,11.19,1,200,2348.00,
513498,SOUTH.MAGNES,XT,Q,32.75,32.75,32.10,32.10,32.10,32.75,11,1452,46628.00,
513502,BARODA EXTR.,XT,Q,0.24,0.24,0.24,0.24,0.24,0.25,3,3010,722.00,
513507,GUJ.CONTAIN.,P ,Q,10.97,10.97,10.97,10.97,10.97,10.45,1,100,1097.00,
513509,KALYANI FORG,T ,Q,288.00,288.00,286.45,287.40,286.45,288.80,2,24,6898.00,
513511,PANCH.STEEL ,X ,Q,34.30,37.50,34.30,36.65,37.50,37.50,5,14,519.00,
513513,ADITYA ISPAT,X ,Q,7.25,7.25,7.25,7.25,7.25,7.20,2,8000,58000.00,
513515,S.R.INDUS.  ,X ,Q,3.32,3.32,3.02,3.02,3.02,3.17,13,3179,10056.00,
513517,STEELCAST   ,X ,Q,148.00,160.00,147.00,150.00,150.00,150.00,23,1709,256481.00,
513519,PITTIENG    ,B ,Q,50.20,51.35,50.10,50.30,50.30,51.15,29,2500,125764.00,
513532,PRADEEP MET.,X ,Q,65.50,65.50,65.50,65.50,65.50,63.00,1,45,2947.00,
513536,GNRL        ,XT,Q,16.70,16.70,16.70,16.70,16.70,16.70,1,5,83.00,
513554,MAHA STEEL  ,B ,Q,150.00,150.00,150.00,150.00,150.00,150.20,1,20,3000.00,
513566,NOVA IRON&ST,XT,Q,5.18,5.18,5.18,5.18,5.18,5.44,7,1040,5387.00,
513599,HIND.COPPER ,A ,Q,46.00,47.30,45.15,46.35,46.35,46.00,462,91935,4254863.00,
513605,SRIPIPES    ,B ,Q,212.05,217.95,211.15,211.70,211.25,216.25,56,1796,382393.00,
513642,AXEL POLYMER,XT,Q,11.25,11.27,11.25,11.27,11.27,11.80,4,652,7345.00,
513683,NLCINDIA    ,A ,Q,65.05,65.60,64.50,65.00,65.00,65.50,114,11199,727044.00,
513687,SPECTRA IND.,XT,Q,5.59,5.59,5.07,5.07,5.07,5.33,15,122,623.00,
513691,JMT AUTO LTD,B ,Q,2.25,2.25,2.20,2.23,2.24,2.20,20,6605,14718.00,
513709,SHILP GRAVUR,X ,Q,107.90,107.90,101.55,102.10,102.05,105.65,44,1014,104710.00,
513713,WHITEORG    ,X ,Q,21.45,21.45,19.95,20.10,20.00,20.70,837,133779,2730224.00,
513729,ARO GRANITE ,B ,Q,52.00,52.00,51.00,51.35,51.35,51.25,10,990,50978.00,
514010,HIM.FIBRES  ,X ,Q,2.50,2.50,2.50,2.50,2.50,2.60,2,10,25.00,
514028,RAJKAMAL SYN,XT,Q,12.23,12.23,12.23,12.23,12.23,12.87,1,1,12.00,
514034,JBF IND.LTD ,B ,Q,20.70,21.20,20.65,20.70,20.75,21.70,70,16463,341328.00,
514036,LOY.TEX MILL,X ,Q,399.95,399.95,383.00,386.00,386.00,382.00,11,56,21567.00,
514043,HIMAT.SEIDE ,B ,Q,214.00,219.90,213.00,216.00,216.00,214.00,103,3105,670665.00,
514045,BSL LTD.    ,B ,Q,39.70,39.70,38.25,39.70,39.70,41.60,3,75,2941.00,
514087,PBM POLYTEX ,X ,Q,79.00,79.00,75.50,78.95,78.95,79.00,4,170,12909.00,
514138,SURYALATA SP,X ,Q,126.40,126.60,126.35,126.40,126.35,127.10,6,236,29836.00,
514142,TT LTD.     ,B ,Q,51.15,53.70,51.15,52.10,52.05,52.00,5,367,19113.00,
514162,WELSPUN (I) ,A ,Q,52.95,53.30,52.70,53.00,53.10,53.15,137,17185,910886.00,
514165,IND.ACRYLICS,X ,Q,11.18,11.18,10.85,10.95,10.91,10.65,96,27911,308800.00,
514167,GANESH ECOSP,B ,Q,318.20,336.80,318.20,333.90,333.90,326.90,3,78,26185.00,
514171,CEETA IND.  ,XT,Q,5.79,6.39,5.79,6.39,6.39,6.09,4,103,598.00,
514175,VARDHMAN POL,T ,Q,7.43,7.43,7.43,7.43,7.43,7.82,1,1,7.00,
514183,BLA ROS IND ,X ,Q,43.00,45.70,42.15,45.40,43.85,44.35,55,8827,393649.00,
514211,SUMEET INDUS,B ,Q,4.15,4.15,3.72,3.72,3.72,3.85,15,4581,17685.00,
514215,BINNY LTD.  ,X ,Q,121.00,121.00,115.60,117.50,117.50,120.00,9,556,65579.00,
514221,KLIFESTYLE  ,XT,Q,0.20,0.20,0.20,0.20,0.20,0.21,1,4000,800.00,
514223,RAMGOPAL POL,T ,Q,2.00,2.00,2.00,2.00,2.00,2.05,1,3000,6000.00,
514234,SANGAM INDIA,B ,Q,59.00,61.50,58.10,59.15,58.10,60.10,22,1688,99426.00,
514264,SEASONS TEXT,X ,Q,8.45,8.50,8.16,8.24,8.16,9.61,3,200,1669.00,
514266,ZENITH FIBRE,X ,Q,51.90,52.50,51.90,52.50,52.50,52.05,6,616,32016.00,
514272,BHILWARA SP.,X ,Q,11.50,12.13,11.00,12.00,12.13,11.56,5,4800,56101.00,
514286,ASHIMA LTD. ,B ,Q,11.12,11.16,10.95,10.95,10.95,11.31,43,5537,60930.00,
514300,PIONEER EMB ,T ,Q,22.00,22.50,22.00,22.50,22.50,22.05,7,7205,158512.00,
514302,VIPPY SPIN. ,X ,Q,40.80,40.80,38.40,38.85,38.85,40.80,6,237,9163.00,
514322,KAMADGIRI   ,X ,Q,84.05,85.50,84.05,85.50,85.50,84.45,3,20,1695.00,
514326,PATSPIN INDI,B ,Q,9.00,9.75,9.00,9.45,9.50,9.75,30,13125,126970.00,
514394,AJIL        ,B ,Q,55.25,55.25,55.25,55.25,55.25,56.35,22,5938,328074.00,
514412,SARUPINDUS  ,X ,Q,48.35,48.35,48.35,48.35,48.35,46.05,1,1,48.00,
514418,MANORG      ,X ,Q,581.80,581.80,552.70,552.70,552.70,581.75,394,15154,8515360.00,
514428,HINDU.ADHESI,X ,Q,66.10,73.05,65.15,72.00,72.00,71.00,11,706,51518.00,
514442,SRI KPR IND ,X ,Q,16.00,16.00,16.00,16.00,16.00,16.00,11,8271,132336.00,
514448,JYOTI RESINS,X ,Q,155.55,167.40,155.55,160.00,160.00,163.50,5,28,4492.00,
514470,WIMSOME TEXT,B ,Q,24.90,24.90,24.90,24.90,24.90,23.75,1,50,1245.00,
514474,FAIRDEAL FIL,X ,Q,104.00,111.80,100.00,103.35,107.95,103.30,16,1490,154338.00,
515018,REG.CERAMIC ,T ,Q,2.94,2.94,2.94,2.94,2.94,2.80,1,25,73.00,
515030,ASAHI IN.GLA,A ,Q,236.30,238.50,236.30,238.50,238.50,238.15,4,294,69511.00,
515037,MURD.CERAM  ,B ,Q,19.05,19.30,18.60,18.75,19.20,19.30,22,5006,94827.00,
515043,SAINT-GOBAIN,X ,Q,56.40,56.55,55.25,55.40,55.40,56.15,184,26257,1464836.00,
515055,ANANTRAJ    ,B ,Q,30.25,30.65,30.25,30.30,30.25,30.35,64,16198,493351.00,
515085,RESTILE CER.,X ,Q,3.52,3.99,3.11,3.32,3.82,3.52,21,10845,35992.00,
515093,MADHAV MARB.,B ,Q,40.15,41.85,40.15,40.50,40.80,40.00,10,402,16227.00,
515145,HIND.NAT.GLS,B ,Q,76.25,79.30,76.25,78.20,79.30,77.45,6,145,11380.00,
515147,HALDYN GLASS,X ,Q,32.35,32.95,32.25,32.35,32.30,32.35,22,2871,93365.00,
516003,DUROPLY     ,X ,Q,84.95,84.95,81.95,82.00,82.00,88.65,4,496,40670.00,
516007,MANGALAM TIM,B ,Q,15.00,15.20,14.40,14.70,14.70,15.25,55,3165,47006.00,
516016,SHREYANS IND,B ,Q,145.60,148.05,143.00,146.90,147.55,144.55,49,1621,237886.00,
516020,AGIO PAPER  ,X ,Q,2.70,2.70,2.70,2.70,2.70,2.67,1,200,540.00,
516022,STAR PAPER  ,B ,Q,119.20,123.40,119.00,119.50,119.50,120.75,63,2250,270202.00,
516030,YASH PAPERS ,X ,Q,44.10,44.80,43.25,43.70,43.65,44.90,118,19904,874570.00,
516062,NAT.PLYWOOD ,XT,Q,27.50,29.00,26.70,27.05,26.70,28.10,11,600,16495.00,
516064,ARROWGREEN  ,B ,Q,75.00,75.00,72.05,73.00,73.00,75.70,11,631,46501.00,
516072,VISHNU CHEM ,B ,Q,125.00,141.95,125.00,140.00,140.00,134.35,5,13,1799.00,
516082,N.R.AGARWAL ,B ,Q,303.55,304.50,296.00,299.80,299.80,302.15,45,968,291876.00,
516086,SH.RAJES.PAP,XT,Q,6.15,6.15,6.15,6.15,6.15,6.08,1,100,615.00,
516096,SANGAL PAPER,XT,Q,146.05,148.00,144.00,148.00,148.00,146.20,16,460,66662.00,
516106,SH.KARTHIK P,X ,Q,10.50,10.50,9.70,10.20,10.20,9.71,14,997,10229.00,
516108,S.I.PAPER   ,XT,Q,79.00,82.00,79.00,82.00,82.00,81.00,16,1108,90376.00,
517015,VINDHYA TELE,B ,Q,1313.00,1313.00,1313.00,1313.00,1313.00,1307.35,2,20,26260.00,
517041,ADORWELDING ,B ,Q,316.05,341.50,316.05,325.90,326.90,326.35,86,1940,634325.00,
517044,INT.DATA MAN,XT,Q,8.97,8.97,8.97,8.97,8.97,8.55,1,1,8.00,
517059,SALZER ELEC ,B ,Q,122.10,124.55,120.00,124.45,124.50,122.35,26,1685,208788.00,
517063,JETINFOTRAN ,X ,Q,29.40,29.85,29.40,29.80,29.80,32.10,9,1350,39927.00,
517077,INDAGIV COMM,XT,Q,46.10,48.50,46.10,48.50,48.50,48.50,2,30,1407.00,
517080,HIGHGROUND  ,B ,Q,6.50,6.70,6.50,6.70,6.70,6.50,2,250,1635.00,
517119,PCS TECH    ,X ,Q,8.95,8.95,8.95,8.95,8.95,9.14,1,50,447.00,
517146,USHA MART.LT,B ,Q,32.30,32.80,31.60,32.55,32.45,32.70,74,38685,1258151.00,
517166,SPEL SEMICON,X ,Q,5.60,5.75,5.60,5.74,5.74,5.60,9,4296,24322.00,
517168,SUBROS LTD. ,B ,Q,275.00,275.00,254.60,258.65,260.00,280.40,385,5167,1372458.00,
517174,HONEYWELL   ,A ,Q,23800.00,23950.00,23800.00,23895.00,23895.00,23975.20,26,246,5858675.00,
517206,LUMAX IND   ,B ,Q,1736.00,1787.00,1651.00,1663.95,1665.00,1709.60,91,277,461287.00,
517230,PREM.AU.ELEC,B ,Q,2.90,2.90,2.90,2.90,2.90,2.90,1,100,290.00,
517236,CALCOM VISIO,X ,Q,29.50,29.50,26.80,27.20,27.15,27.20,27,1308,36001.00,
517238,DYNAVISION  ,XT,Q,50.00,50.00,48.10,48.10,48.10,50.00,4,200,9717.00,
517246,BCC FUBA    ,XT,Q,11.58,11.81,11.50,11.50,11.50,11.58,6,1213,14019.00,
517258,PRECISION EL,XT,Q,34.95,34.95,34.95,34.95,34.95,34.40,1,10000,349500.00,
517271,HBL P SYS   ,B ,Q,25.00,25.00,23.45,23.65,23.65,23.85,98,14416,342771.00,
517288,GUJARATPOLY ,X ,Q,28.30,31.10,28.20,31.10,31.10,29.65,58,10474,310876.00,
517300,GUJ.IND.POW.,B ,Q,70.00,70.90,69.55,70.30,70.10,69.70,84,9473,667391.00,
517330,CMI LTD.    ,B ,Q,127.00,134.00,124.00,124.00,124.00,126.55,54,2274,283873.00,
517334,MOTHERSON SS,A ,Q,146.00,146.00,139.20,140.30,140.30,146.30,4747,451128,63579397.00,
517344,MINDTECK (I),B ,Q,40.00,40.00,36.60,36.90,36.95,36.40,18,572,21214.00,
517354,HAVELLSINDIA,A ,Q,777.50,779.90,765.00,768.95,770.00,774.10,1083,39226,30239167.00,
517356,ACI INFOCOM ,X ,Q,0.27,0.27,0.27,0.27,0.27,0.27,4,260,70.00,
517370,INCAP LTD.  ,XT,Q,35.15,35.15,35.15,35.15,35.15,36.95,3,391,13743.00,
517372,GUJ.INTRUX  ,X ,Q,67.15,75.70,67.15,75.70,75.70,73.00,2,71,4776.00,
517380,IGARSHI MOT ,B ,Q,336.00,336.00,294.00,296.65,296.65,311.75,260,3564,1076724.00,
517385,SYMPHONY    ,A ,Q,1365.00,1382.35,1352.60,1360.05,1352.60,1364.00,94,483,659589.00,
517399,VXL INSTRUM.,XT,Q,9.49,9.49,9.49,9.49,9.49,9.98,1,12,113.00,
517415,LEE&NEE SOFT,XT,Q,0.96,1.05,0.95,1.05,1.05,1.00,6,22595,23468.00,
517417,PATEL AIRTEM,X ,Q,109.00,109.00,98.00,98.00,98.00,98.45,17,389,39078.00,
517421,BFLYGANDHI  ,B ,Q,174.05,183.75,173.00,176.25,175.15,176.55,269,6529,1159121.00,
517429,ATHENAGLO   ,XT,Q,41.35,44.45,41.25,41.30,41.30,42.50,5,145,5989.00,
517437,DUTRON POLY.,XT,Q,116.80,129.00,116.80,129.00,129.00,122.90,11,29,3682.00,
517447,R.S.SOFTWARE,B ,Q,29.20,29.85,29.00,29.05,29.00,29.45,33,4110,120518.00,
517449,MAGNA ELECTR,X ,Q,196.00,197.00,193.10,196.00,196.00,190.00,26,3440,671599.00,
517467,MARSONS     ,Z ,Q,1.71,1.71,1.70,1.70,1.70,1.71,2,2,3.00,
517477,ELNET TECH. ,X ,Q,99.50,99.90,95.35,99.35,99.90,99.90,10,846,83252.00,
517481,APTL        ,XT,Q,1.44,1.44,1.44,1.44,1.44,1.38,2,2030,2923.00,
517494,ACCEL       ,X ,Q,8.89,8.89,8.05,8.29,8.29,8.49,15,16315,133341.00,
517498,WEBELSOLAR  ,B ,Q,23.80,25.25,23.80,24.70,24.70,23.95,139,7262,179589.00,
517500,ROTO PUMPS  ,X ,Q,99.60,119.15,99.00,119.15,119.15,99.30,468,80199,9224221.00,
517506,TTK PRESTIGE,A ,Q,8161.35,8238.75,8101.00,8144.40,8101.00,8178.15,41,73,594060.00,
517514,DHINDIA     ,X ,Q,20.20,20.50,19.75,19.80,19.80,21.05,32,6196,124198.00,
517518,LEEL        ,B ,Q,17.45,17.45,15.95,15.95,15.95,16.75,94,16275,261978.00,
517522,RAJ GLO WIR ,X ,Q,700.00,700.00,684.00,686.40,686.00,700.00,15,750,515852.00,
517530,SURANATP    ,B ,Q,4.17,4.30,4.17,4.30,4.30,4.17,4,2432,10449.00,
517536,ONWARD TECHN,B ,Q,50.00,50.95,50.00,50.05,50.05,50.75,16,1340,67108.00,
517544,CENTUM ELEC ,B ,Q,447.65,458.00,447.65,455.50,458.00,432.00,8,17,7735.00,
517546,ALFA TRANSFO,X ,Q,25.15,25.15,25.15,25.15,25.15,26.45,2,405,10185.00,
517548,STARLITE COM,X ,Q,16.00,16.45,15.60,16.20,16.30,16.55,13,628,10125.00,
517554,NHCFOODS    ,X ,Q,6.61,6.61,6.61,6.61,6.61,6.95,3,1100,7271.00,
517562,TRIGYN TECH ,B ,Q,70.05,71.70,68.50,69.00,68.50,70.45,105,3784,263959.00,
517569,KEI INDUST. ,A ,Q,402.45,414.00,401.10,411.15,413.40,408.75,273,3598,1463622.00,
518011,KEERTHI     ,XT,Q,63.00,63.00,63.00,63.00,63.00,65.95,5,1419,89397.00,
518029,GUJ.SIDH.CEM,B ,Q,21.30,21.50,21.20,21.20,21.20,21.30,14,1138,24194.00,
518075,SURAJ PRODUC,XT,Q,18.05,19.95,18.05,19.95,19.95,19.00,2,702,13338.00,
518091,ANJANI PORTL,B ,Q,138.00,138.00,136.00,136.40,136.70,144.95,6,23,3137.00,
519003,MODINATURAL ,X ,Q,78.05,78.25,78.00,78.00,78.00,81.50,7,608,47494.00,
519031,SHAH FOOD(P),XT,Q,82.35,82.35,82.35,82.35,82.35,86.65,2,2,164.00,
519091,TASTY BITE  ,B ,Q,8700.00,8750.00,8700.00,8750.00,8750.00,8753.40,2,2,17450.00,
519097,RITESH INTER,XT,Q,5.37,5.37,5.37,5.37,5.37,5.65,1,350,1879.00,
519105,AVT NATURAL ,B ,Q,24.10,24.10,23.40,23.40,23.40,23.45,5,400,9435.00,
519126,HIND.FOODS  ,X ,Q,421.00,429.90,411.00,427.20,429.90,420.00,69,3373,1425655.00,
519136,NAHAR INDUST,B ,Q,40.00,41.45,40.00,40.80,41.25,41.00,11,2600,105860.00,
519152,VADILAL ENT ,XT,Q,856.00,856.00,856.00,856.00,856.00,900.00,4,40,34240.00,
519156,VADILAL IND ,B ,Q,557.00,567.80,548.00,559.50,560.00,558.25,92,835,466268.00,
519183,ADF FOODS LT,B ,Q,246.00,249.00,236.20,248.00,248.00,246.35,32,4074,998509.00,
519216,AJANTA SOYA ,X ,Q,21.40,21.55,21.05,21.35,21.55,20.50,9,521,11105.00,
519224,WILLIAM.MAGO,B ,Q,33.00,34.00,29.50,32.75,33.00,35.55,148,7409,235856.00,
519248,JVL AGRO    ,Z ,Q,2.25,2.25,2.14,2.14,2.14,2.25,6,5552,11964.00,
519260,SANWARIA    ,B ,Q,8.95,9.00,8.50,8.69,8.73,8.62,368,199967,1759261.00,
519262,PRIMA AGRO L,XT,Q,10.70,10.75,10.70,10.72,10.72,11.20,6,1100,11805.00,
519285,TARAI FOODS ,XT,Q,2.40,2.40,2.40,2.40,2.40,2.40,2,1200,2880.00,
