SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1474.00,1519.90,1464.00,1473.90,1473.90,1473.40,682,7317,10929019.00,
500003,AEGIS LOGIS ,A ,Q,195.00,196.40,193.10,195.00,195.00,195.50,58,2028,394701.00,
500008,AMAR RAJA BA,A ,Q,661.00,666.35,655.00,658.40,659.00,661.25,366,11242,7421416.00,
500009,A.SARABHAI  ,X ,Q,14.30,14.80,14.30,14.69,14.70,14.27,55,12839,188715.00,
500010,HDFC        ,A ,Q,1992.00,2028.25,1990.00,2017.30,2017.30,1995.40,2610,82472,166322635.00,
500012,ANDHRA PETRO,X ,Q,54.00,54.25,53.00,53.30,53.30,53.65,129,32395,1725991.00,
500013,ANSAL INFRAS,B ,Q,10.48,10.72,10.32,10.44,10.41,10.67,20,3319,34701.00,
500014,APPLE FINANC,XT,Q,1.47,1.54,1.40,1.54,1.54,1.47,18,2627,4006.00,
500020,BOM DYEING  ,A ,Q,113.00,123.00,112.65,120.10,120.10,112.60,6565,602878,72267310.00,
500023,ASIANHOTNR  ,B ,Q,140.00,140.00,127.20,127.20,127.20,132.00,5,900,117600.00,
500024,ASSAMCO     ,T ,Q,2.10,2.10,1.95,2.04,2.06,2.00,45,47079,94810.00,
500027,ATUL LTD.   ,A ,Q,3449.55,3470.55,3430.00,3433.00,3430.00,3447.60,45,116,398929.00,
500028,ATV PROJECTS,XT,Q,5.25,5.52,5.00,5.30,5.30,5.26,13,3740,20317.00,
500029,AUTOLITE(I) ,B ,Q,37.80,37.80,34.55,35.30,35.95,35.50,9,399,14008.00,
500031,BAJAJ ELECT.,A ,Q,559.50,567.85,557.75,565.25,563.00,570.15,191,3622,2042051.00,
500032,BAJAJHIND   ,B ,Q,8.20,8.47,8.17,8.20,8.20,8.31,262,269566,2226111.00,
500033,FORCE MOTR  ,A ,Q,1680.00,1680.00,1616.00,1626.15,1626.15,1682.35,1404,14479,23764008.00,
500034,BAJFINANCE  ,A ,Q,3099.60,3146.90,3060.00,3129.15,3129.15,3094.25,2399,40339,125969563.00,
500038,BALRAM.CHINI,A ,Q,150.15,156.00,150.00,153.90,154.40,150.20,2323,201191,30879809.00,
500039,BANCO PROD. ,B ,Q,150.00,150.20,149.00,149.80,149.80,149.25,18,576,86339.00,
500040,CENTURY TEXT,A ,Q,898.20,934.40,898.20,929.25,931.00,915.60,943,27768,25712933.00,
500041,BANNARI AMAN,B ,Q,1449.00,1459.00,1430.00,1459.00,1459.00,1410.35,6,6,8649.00,
500042,BASF INDIA  ,A ,Q,1364.60,1380.00,1348.35,1376.05,1367.00,1368.35,69,275,377456.00,
500043,BATA INDIA  ,A ,Q,1455.00,1477.00,1450.00,1467.30,1467.30,1453.80,1011,125611,183998972.00,
500048,BEML LTD    ,A ,Q,873.75,887.05,857.80,873.40,873.40,876.90,1304,50608,44287018.00,
500049,BHARAT ELECT,A ,Q,87.00,89.20,86.25,88.15,88.15,87.10,1308,350938,30926557.00,
500052,BHANSALI ENG,B ,Q,73.25,79.20,70.70,76.45,76.45,71.45,2211,304006,22868081.00,
500055,TATASTLBSL  ,B ,Q,34.50,35.35,34.25,34.95,34.95,34.30,1058,410742,14316121.00,
500058,BIHAR SPONGE,XT,Q,1.00,1.00,1.00,1.00,1.00,1.05,3,650,650.00,
500059,BINANI IND. ,T ,Q,33.00,34.90,32.70,32.85,32.85,33.70,39,4109,137162.00,
500060,BIRLACABLE  ,B ,Q,132.00,135.80,130.05,133.05,135.00,132.50,55,1623,216011.00,
500067,BLUE STAR   ,A ,Q,697.65,697.65,677.05,681.95,681.00,683.40,274,5175,3548577.00,
500068,DISA INDIA  ,X ,Q,6065.00,6065.00,6000.00,6000.00,6000.00,5901.05,4,16,96065.00,
500069,BNK CAPITAL ,X ,Q,85.00,91.60,83.25,85.00,85.00,85.00,14,1095,92702.00,
500074,BPL LTD.    ,B ,Q,22.90,22.90,22.20,22.50,22.50,22.75,46,3607,81398.00,
500078,OAL         ,X ,Q,220.00,227.00,220.00,226.05,227.00,224.40,41,1803,401365.00,
500083,CENTURY EXT ,B ,Q,5.40,5.55,5.31,5.42,5.42,5.59,102,11526,62433.00,
500084,CESC LTD.   ,A ,Q,701.60,706.20,690.30,692.40,692.40,700.30,506,11415,7970716.00,
500085,CHAMBAL FERT,A ,Q,155.00,158.50,152.00,154.95,154.95,155.35,200,6638,1033904.00,
500086,EXIDE IND.  ,A ,Q,215.00,215.00,210.30,212.55,212.55,214.35,1106,71591,15193601.00,
500087,CIPLA LTD.  ,A ,Q,561.10,568.70,557.00,564.85,564.85,564.25,922,77725,43836892.00,
500089,DIC INDIA   ,B ,Q,360.00,360.00,342.10,343.00,342.10,356.55,61,1089,378898.00,
500092,CRISIL LTD  ,A ,Q,1455.00,1455.00,1418.00,1427.15,1425.00,1432.30,133,687,979811.00,
500093,CGPOWER     ,A ,Q,37.95,37.95,36.45,36.60,36.60,37.55,1348,517274,19224310.00,
500096,DABUR (I)   ,A ,Q,400.00,400.00,377.00,382.45,382.45,398.00,9058,431302,166159218.00,
500097,DALMIASUG   ,B ,Q,112.50,116.00,112.20,112.85,112.50,112.25,247,13760,1568207.00,
500101,ARVIND Ltd  ,A ,Q,82.00,84.15,81.30,82.80,82.80,83.30,728,137936,11436304.00,
500102,BALARPUR IND,B ,Q,2.58,2.62,2.52,2.57,2.59,2.58,92,227567,585332.00,
500103,BHEL        ,A ,Q,71.10,71.60,69.30,69.65,69.65,70.75,2640,901275,63505499.00,
500104,HIND.PETRO  ,A ,Q,293.00,293.00,280.50,281.85,281.85,290.35,3608,257171,73031889.00,
500106,IFCI LTD    ,A ,Q,10.44,10.44,9.90,10.02,10.02,10.61,949,625368,6284623.00,
500108,MAHA.TELE   ,B ,Q,11.95,12.05,11.79,11.83,11.83,11.96,331,211408,2514506.00,
500109,MRPL        ,A ,Q,71.85,72.30,70.10,71.05,71.05,72.00,287,38615,2751076.00,
500110,CHENNAI PET.,A ,Q,252.80,258.00,247.00,253.50,253.50,253.55,491,10793,2726246.00,
500111,REL.CAP.    ,A ,Q,133.20,144.50,128.00,136.90,136.90,132.85,16538,2624774,361218798.00,
500112,STATE BANK  ,A ,Q,308.00,311.35,305.60,307.45,307.45,310.20,8650,1414777,435548340.00,
500113,STEEL AUTH. ,A ,Q,56.25,56.70,55.40,56.20,56.20,55.85,1745,905739,50845409.00,
500114,TITAN       ,A ,Q,1158.00,1158.15,1136.00,1138.25,1142.50,1156.15,1290,37640,43102486.00,
500116,IDBI BANK L ,A ,Q,39.45,40.60,38.95,40.05,40.05,39.40,907,372514,14859059.00,
500117,DCW LTD.    ,B ,Q,18.60,18.65,18.15,18.25,18.25,18.60,93,19232,353216.00,
500119,DHAMPUR SUGA,B ,Q,223.40,231.00,223.40,227.30,227.30,222.85,1236,70136,15997669.00,
500120,DIAMINES&CHM,X ,Q,120.00,120.20,115.50,116.05,115.65,120.60,43,3259,383014.00,
500123,ELANTAS     ,B ,Q,2315.00,2315.00,2280.00,2287.50,2290.00,2306.40,11,38,87210.00,
500124,DR.REDDY'S  ,A ,Q,2935.00,2965.20,2909.05,2921.20,2922.00,2932.80,1543,35236,103661298.00,
500125,E.I.D.PAR   ,A ,Q,198.50,198.50,193.00,194.40,194.40,194.25,74,2109,410989.00,
500126,MERCK LTD   ,A ,Q,3710.00,3738.00,3676.25,3686.60,3686.00,3717.35,404,2072,7671861.00,
500128,ELEC.CASTING,B ,Q,19.90,19.90,19.15,19.65,19.30,19.60,79,23343,460623.00,
500132,EMPEE SUGARS,XT,Q,1.20,1.23,1.13,1.23,1.23,1.18,4,1994,2444.00,
500133,ESAB INDIA  ,B ,Q,869.05,948.90,866.10,870.15,866.15,892.05,25,511,445427.00,
500135,ESSEL PROP  ,B ,Q,136.85,137.00,128.00,134.60,134.50,135.80,138,12367,1650263.00,
500136,ESTER INDUS.,B ,Q,34.75,34.75,32.65,32.80,32.80,33.05,144,7594,250738.00,
500141,FERRO ALLOYS,X ,Q,5.05,5.25,5.00,5.15,5.15,5.27,80,40222,206468.00,
500144,FINOL. CABLE,A ,Q,440.20,440.40,428.00,429.60,429.00,441.40,325,9388,4061892.00,
500147,CMI FPE     ,X ,Q,1263.05,1280.00,1230.00,1241.00,1241.00,1280.00,54,1175,1473070.00,
500148,UFLEX LTD   ,A ,Q,229.10,229.30,220.50,222.75,224.50,228.05,165,7006,1574495.00,
500150,FOSECO INDIA,B ,Q,1368.05,1415.55,1368.05,1385.00,1385.00,1410.00,3,3,4168.00,
500151,GOLDEN TOB  ,B ,Q,37.00,37.65,36.30,37.65,37.65,35.90,9,707,26367.00,
500153,GANESH BENZO,X ,Q,42.50,43.40,42.15,42.90,43.25,42.95,152,21333,911663.00,
500155,GARDEN SILK ,B ,Q,17.80,17.80,16.65,16.65,16.65,17.10,15,542,9260.00,
500159,METROGLOBL  ,X ,Q,53.45,53.95,53.45,53.50,53.50,50.50,9,1741,93149.00,
500160,GTL LTD.    ,B ,Q,3.95,4.20,3.95,4.18,4.18,4.13,19,6284,25987.00,
500163,GODFREY PH  ,A ,Q,1132.90,1132.90,1064.90,1078.45,1073.00,1104.25,298,5060,5470612.00,
500164,GODREJ IND  ,A ,Q,517.20,517.20,499.50,502.70,502.70,514.80,313,8983,4558098.00,
500165,KANSAI NERO ,A ,Q,434.10,443.50,409.80,417.80,417.80,440.60,2047,57408,24015492.00,
500166,GOODRICKE   ,X ,Q,207.50,210.00,205.50,206.40,206.00,208.55,98,9172,1905567.00,
500168,GOODYEAR (I),B ,Q,946.00,946.00,926.05,929.90,927.00,945.85,108,6439,6027529.00,
500170,GTN INDUS   ,B ,Q,9.35,9.70,9.35,9.51,9.70,10.00,22,4181,39572.00,
500171,GHCL LTD    ,A ,Q,252.50,256.00,250.20,251.50,251.90,252.50,173,8054,2030483.00,
500173,GUJ.FLOURO  ,A ,Q,1034.00,1059.00,1030.00,1051.85,1041.60,1036.05,179,1345,1408743.00,
500179,HCL INFOSYS ,B ,Q,16.60,16.65,16.20,16.45,16.45,16.45,135,25744,424319.00,
500180,HDFC BANK   ,A ,Q,2321.00,2358.75,2320.00,2353.95,2353.95,2315.50,6824,195010,456814210.00,
500182,HEROMOTOCO  ,A ,Q,2520.00,2568.75,2495.00,2551.60,2551.60,2512.65,4333,67678,172406235.00,
500183,HIMACHAL FUT,A ,Q,22.30,22.65,22.10,22.45,22.45,22.15,838,370296,8307863.00,
500184,HSCL        ,A ,Q,109.20,111.85,108.25,108.95,109.25,110.75,505,31210,3419211.00,
500185,HIND.CONSTN.,A ,Q,13.35,13.45,13.15,13.31,13.40,13.35,494,237673,3166430.00,
500186,HIND.OIL EXP,B ,Q,125.75,125.75,122.30,123.25,123.25,123.75,159,12487,1541242.00,
500187,HSIL        ,B ,Q,268.25,269.10,264.50,264.85,264.60,270.45,162,6358,1691359.00,
500188,HINDUS.ZI   ,A ,Q,277.80,277.80,270.10,272.15,271.10,276.80,1025,54552,14918002.00,
500189,HINDUJA VENT,B ,Q,383.00,383.00,381.55,382.20,381.55,379.05,3,3,1146.00,
500191,HMT LTD.    ,Z ,Q,19.00,19.05,17.80,17.90,18.00,18.30,26,5775,104970.00,
500192,PRAG BOSIMI ,XT,Q,3.00,3.00,2.90,3.00,3.00,2.91,5,2700,7915.00,
500193,HOTEL LEELA.,B ,Q,10.20,10.44,10.10,10.13,10.13,10.32,92,19707,202328.00,
500199,I.G.PETRO   ,B ,Q,292.00,296.00,285.00,292.45,288.00,292.55,45,1027,300352.00,
500201,IND.GLYCOLS ,B ,Q,252.75,257.20,252.75,254.55,254.75,253.65,301,7127,1815715.00,
500207,INDO RAMA   ,B ,Q,34.75,35.60,34.75,35.45,35.60,35.10,23,311471,10937986.00,
500209,INFOSYS LTD ,A ,Q,748.60,748.90,728.20,729.85,729.85,749.95,9740,950252,701188356.00,
500210,INGERSOLL   ,B ,Q,614.95,633.70,614.95,620.00,619.00,610.00,563,11906,7416105.00,
500211,INSILCO LTD.,X ,Q,16.75,18.40,16.75,17.15,17.15,17.70,22,4600,79598.00,
500212,INTEG.FIN.SE,XT,Q,35.85,35.85,35.85,35.85,35.85,35.85,4,279,10002.00,
500213,INTER.TRAVEL,X ,Q,130.85,132.00,124.05,125.55,125.40,130.85,94,5531,702290.00,
500214,ION EXCHANGE,XT,Q,395.00,398.70,392.55,397.10,395.10,397.95,34,1684,665315.00,
500215,AGRO TECH FO,B ,Q,575.05,575.05,570.00,570.65,570.00,573.15,14,181,103408.00,
500219,JAIN IRRIG  ,A ,Q,55.30,55.35,52.25,52.80,52.80,54.45,1277,903186,48836569.00,
500220,JASCH INDUST,X ,Q,54.00,57.75,52.50,53.80,53.80,50.10,207,21276,1166243.00,
500223,JCT LTD     ,X ,Q,1.69,1.69,1.55,1.56,1.60,1.57,48,45291,72050.00,
500227,JINDAL POLYF,B ,Q,254.00,257.35,254.00,256.05,255.05,253.50,46,947,242101.00,
500228,JSWSL       ,A ,Q,309.40,313.40,303.50,306.85,306.85,307.90,3373,433449,133659969.00,
500231,UMANG DAIR  ,B ,Q,52.60,53.50,52.55,53.50,53.50,53.25,17,1161,61836.00,
500233,KAJARIA CER.,A ,Q,600.00,615.35,593.50,608.40,606.20,594.35,405,11093,6753586.00,
500234,KAKATIYA CEM,B ,Q,175.50,175.50,169.05,169.85,169.85,169.35,22,492,83992.00,
500235,KALYANI STEL,B ,Q,197.40,202.10,194.80,198.00,198.00,198.10,213,4250,844161.00,
500236,KANELIND    ,X ,Q,1.68,1.68,1.68,1.68,1.68,1.68,1,8,13.00,
500238,WHIRLPOOL   ,A ,Q,1392.00,1399.90,1387.80,1395.35,1399.90,1387.70,156,891,1241635.00,
500239,KG DENIM    ,X ,Q,45.45,48.00,45.40,46.85,46.85,47.50,22,793,36805.00,
500240,KINETIC ENG.,X ,Q,34.00,34.30,34.00,34.30,34.30,34.55,3,206,7019.00,
500241,KIRL.BROS.  ,B ,Q,165.05,168.90,165.05,167.90,167.25,169.25,22,424,70497.00,
500243,KIRL INDUS  ,B ,Q,775.15,775.15,757.25,757.25,757.25,785.00,31,357,274936.00,
500245,KIRL.FERROUS,B ,Q,92.45,93.00,91.00,91.50,91.00,90.85,134,30909,2834222.00,
500246,ENVAIN ELECT,X ,Q,45.55,45.55,45.50,45.50,45.50,47.85,8,280,12741.00,
500247,KOTAK MAH.BK,A ,Q,1394.00,1421.75,1383.85,1407.70,1407.70,1387.05,7818,441944,620548178.00,
500248,MAVI IND    ,XT,Q,6.26,6.26,6.26,6.26,6.26,6.58,2,117700,736802.00,
500249,KSB         ,B ,Q,665.25,665.25,652.10,656.90,656.90,668.35,36,213,140205.00,
500250,L.G.BALKRISH,B ,Q,376.10,376.60,358.50,358.55,358.50,365.40,63,1117,406369.00,
500251,TRENT LTD.  ,A ,Q,356.60,368.40,346.90,366.40,366.40,356.65,647,14064,5079595.00,
500252,LAXMIMACH   ,A ,Q,5710.00,5848.95,5680.75,5743.40,5743.40,5778.10,142,20442,117738061.00,
500253,LIC HOUS.FIN,A ,Q,494.00,500.70,486.00,489.35,489.35,495.80,1009,51565,25393271.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,37,117895,22400.00,
500257,LUPIN LTD.  ,A ,Q,868.80,882.15,868.05,874.80,874.80,870.70,1389,46178,40471059.00,
500259,LYKA LABS   ,T ,Q,28.85,28.85,27.65,27.80,28.70,28.10,11,2213,62329.00,
500260,RAMCOCEM    ,A ,Q,775.40,784.05,770.05,776.80,778.10,774.00,544,4490,3488583.00,
500264,MAFATLAL IND,X ,Q,105.10,108.00,103.05,103.15,103.15,107.75,14,125,13018.00,
500265,MAH.SEAMLESS,B ,Q,475.00,478.00,465.00,468.95,468.95,473.70,114,1693,799116.00,
500266,MAH.SCOOTER ,B ,Q,3690.00,3728.70,3690.00,3705.85,3704.45,3692.35,37,119,441339.00,
500267,MAJESTIC AUT,X ,Q,196.00,209.00,192.10,200.05,200.05,196.20,418,11568,2346325.00,
500268,MANALI PETRO,B ,Q,25.60,26.30,25.35,25.50,25.50,25.95,92,23721,607253.00,
500271,MFSL        ,A ,Q,386.05,424.55,386.05,420.55,420.55,417.70,414,15254,6385788.00,
500279,MIRC ELECT  ,B ,Q,18.60,18.60,16.75,17.75,17.70,17.55,140,28443,501254.00,
500280,CENTURY ENKA,B ,Q,231.00,232.75,229.80,230.35,230.20,230.20,42,992,229433.00,
500284,LORDS CHLORO,XT,Q,58.35,58.35,58.15,58.15,58.15,58.30,5,529,30762.00,
500285,SPICEJET LTD,A ,Q,128.60,131.40,126.75,127.75,127.75,130.35,14417,2485874,320824562.00,
500288,MOREPEN LAB.,B ,Q,16.55,17.30,16.00,17.20,17.25,16.65,256,93133,1581441.00,
500290,MRF LTD.    ,A ,Q,52925.00,53771.00,51850.00,52604.60,52599.95,52925.20,985,1649,87056555.00,
500292,HEIDEL CEM  ,A ,Q,183.00,183.00,179.25,180.30,180.95,182.35,206,14469,2622426.00,
500294,NCC         ,A ,Q,99.25,101.50,97.30,97.55,97.55,99.15,1752,572481,56672727.00,
500295,VEDL        ,A ,Q,168.00,169.10,164.45,168.30,168.30,166.85,3404,495530,82996239.00,
500296,NAHAR SPG.  ,B ,Q,87.05,88.60,86.40,86.40,86.40,86.85,10,146,12870.00,
500298,NAT.PEROXIDE,B ,Q,2684.00,2748.00,2660.00,2681.05,2681.05,2645.75,664,4420,11937743.00,
500300,GRASIM IND. ,A ,Q,908.00,908.00,890.50,898.90,899.45,904.40,985,19195,17275573.00,
500302,PEL         ,A ,Q,2350.00,2419.15,2289.35,2375.85,2375.85,2356.40,1776,26971,63401841.00,
500304,NIIT LTD.   ,B ,Q,104.20,107.40,103.80,104.90,104.90,105.60,884,99995,10535365.00,
500306,JAYKAY      ,X ,Q,4.90,5.15,4.58,4.80,4.75,4.65,43,20447,99492.00,
500307,NIRLON      ,B ,Q,200.00,208.50,200.00,200.30,200.25,200.00,24,12106,2427551.00,
500312,ONGC CORPN  ,A ,Q,169.75,171.70,168.30,169.35,169.55,169.30,2095,320560,54467202.00,
500313,OIL COUNTRY ,B ,Q,12.55,13.10,11.80,12.59,12.57,13.09,37,3642,46945.00,
500314,ORIENT HOTEL,B ,Q,43.10,44.40,43.10,44.05,44.35,44.05,15,3841,168620.00,
500315,ORINTAL BANK,A ,Q,95.00,98.85,95.00,96.85,96.85,96.45,628,161603,15748914.00,
500317,OSWAL AGRO. ,B ,Q,6.85,7.45,6.84,7.20,6.91,6.96,30,4380,30659.00,
500319,INDIAN SUCRO,X ,Q,16.40,16.95,16.40,16.95,16.95,17.10,3,270,4549.00,
500325,RELIANCE    ,A ,Q,1394.00,1413.75,1382.00,1405.10,1405.10,1391.80,14843,587675,824076670.00,
500327,PILITA      ,B ,Q,7.70,7.90,7.70,7.80,7.80,7.65,91,72598,568290.00,
500329,PENTAMED.G  ,XT,Q,0.39,0.39,0.37,0.39,0.38,0.38,36,53523,20630.00,
500330,RAYMOND     ,A ,Q,776.25,776.25,735.60,740.60,738.30,771.35,2521,90304,67159903.00,
500331,PIDILITE    ,A ,Q,1238.95,1252.50,1224.30,1228.85,1228.85,1235.25,1590,37028,45893641.00,
500333,PIX TRANS   ,X ,Q,166.00,167.75,164.15,165.85,165.00,164.20,65,3593,594387.00,
500335,BIRLA CORPN.,A ,Q,500.15,507.55,499.00,503.65,502.15,502.95,119,1024,516669.00,
500336,SURYA ROSHNI,B ,Q,239.00,240.00,235.00,235.05,235.20,237.20,26,546,129440.00,
500337,PRIME SECUR.,B ,Q,39.40,41.95,39.10,40.95,41.15,40.00,396,209811,8555269.00,
500338,PRSMJOHNSN  ,A ,Q,93.70,94.80,91.40,91.85,91.40,94.55,204,10898,1010781.00,
500339,RAIN        ,A ,Q,114.00,121.00,112.05,118.30,118.30,115.20,2141,160721,19001809.00,
500343,AMJLAND     ,B ,Q,19.90,19.90,19.00,19.55,19.55,19.55,20,4000,77170.00,
500346,PUN.COMMUNI.,B ,Q,17.50,17.50,16.20,16.20,16.20,17.50,12,700,11542.00,
500350,RSWM  LTD   ,B ,Q,173.95,173.95,167.65,170.00,170.00,170.60,15,366,62760.00,
500354,RAJSH.SUGAR ,B ,Q,22.50,22.50,22.40,22.40,22.40,23.00,2,500,11230.00,
500355,RALLIS INDIA,A ,Q,147.00,148.50,145.00,146.45,147.00,148.10,359,23661,3467244.00,
500356,RAMANEWS    ,B ,Q,20.50,21.00,20.50,20.85,20.85,21.00,17,4225,87715.00,
500357,RAMA PAPER  ,X ,Q,17.25,18.20,15.80,17.75,17.00,17.23,100,31950,550266.00,
500365,RMGALLOY    ,X ,Q,15.50,15.50,15.05,15.10,15.05,15.51,27,7107,109195.00,
500366,ROLTA (I)   ,T ,Q,6.64,6.64,6.31,6.39,6.39,6.64,202,77848,493232.00,
500367,RUBFILA INT.,X ,Q,42.00,45.45,41.90,43.90,44.00,41.15,207,67124,2930869.00,
500368,RUCHI SOYA  ,B ,Q,8.19,8.19,8.19,8.19,8.19,7.45,448,510348,4179750.00,
500370,SALORA INT. ,X ,Q,14.38,14.38,14.38,14.38,14.38,13.70,3,206,2962.00,
500378,JINDAL SAW  ,A ,Q,81.65,82.40,80.80,81.25,81.25,81.40,304,44711,3636366.00,
500380,JK LAKSHMI  ,A ,Q,369.40,373.00,360.00,365.55,368.00,371.50,223,4360,1596697.00,
500387,SHREE CEMENT,A ,Q,19616.00,19985.35,19616.00,19818.15,19800.05,19738.15,43,72,1431051.00,
500390,REL INFRA   ,A ,Q,108.20,115.20,106.45,110.25,110.25,108.10,9727,1603866,178297914.00,
500394,SOLID CARBID,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,2349,446.00,
500399,STEELCO GUJ.,XT,Q,4.77,4.85,4.68,4.85,4.85,4.77,6,521,2440.00,
500400,TATA POWER  ,A ,Q,68.15,68.20,66.35,66.75,66.70,67.75,2366,701285,46951379.00,
500402,SPMLINFRA   ,B ,Q,26.50,26.50,24.20,25.05,25.05,26.85,12,1110,27798.00,
500403,SUNDARAM FAS,A ,Q,545.00,551.00,540.00,541.95,541.65,550.65,252,2228,1213858.00,
500404,SUNFLAG IRON,B ,Q,46.20,46.85,45.90,46.05,46.25,46.10,99,16151,747094.00,
500405,SUPREME PET ,B ,Q,205.65,207.80,201.90,201.95,201.90,208.65,181,2972,605711.00,
500407,SWARAJ ENGIN,B ,Q,1380.00,1391.00,1375.00,1381.65,1376.00,1389.35,11,52,71891.00,
500408,TATA ELXSI  ,A ,Q,929.00,930.35,889.95,896.10,896.10,930.25,2352,53795,48716138.00,
500410,ACC LTD     ,A ,Q,1630.00,1642.00,1607.45,1617.05,1613.10,1629.40,1720,59581,96562092.00,
500411,THERMAX     ,A ,Q,972.00,990.00,963.95,986.30,987.95,972.05,136,1372,1339970.00,
500412,THIRUMALAI  ,B ,Q,88.00,89.80,87.50,88.10,88.10,86.35,616,60541,5368606.00,
500413,THOMAS COOK ,A ,Q,246.85,253.95,242.10,249.80,249.80,245.55,228,3661,904341.00,
500414,TIMEX GROUP ,X ,Q,50.75,51.35,50.60,50.65,50.60,50.70,31,2742,139020.00,
500418,TOKYO PLAST ,B ,Q,48.35,49.65,48.35,48.65,48.70,49.10,5,206,10106.00,
500420,TORRENT PHAR,A ,Q,1772.15,1800.00,1747.90,1765.75,1765.75,1792.15,667,10091,17900945.00,
500422,TRANSCHEM   ,X ,Q,23.60,23.60,20.05,20.80,21.35,20.85,28,1759,36872.00,
500425,AMBUJA CEME ,A ,Q,220.50,225.80,218.05,221.10,221.10,220.70,2654,256463,57033261.00,
500426,UTLINDS     ,X ,Q,19.45,19.45,18.50,18.75,18.50,18.68,59,75112,1422681.00,
500429,UNIPHOS ENT.,B ,Q,101.25,105.65,101.00,105.00,105.00,101.95,27,2225,232522.00,
500440,HINDALCO    ,A ,Q,203.65,207.60,201.50,204.85,204.85,205.85,1948,292282,59903851.00,
500444,WEST COAS PA,B ,Q,249.80,249.80,242.80,245.00,245.00,243.80,200,4171,1022155.00,
500449,HIND.ORG.CHM,B ,Q,23.00,23.70,22.85,23.25,23.40,23.25,114,18969,442205.00,
500450,MPIL CORP L ,XT,Q,128.75,128.75,128.75,128.75,128.75,131.35,1,10,1287.00,
500456,PAS.ACRYLON ,X ,Q,20.15,20.40,19.15,20.20,20.00,20.00,91,30118,598821.00,
500459,PROCTER &GAM,A ,Q,10300.00,10300.00,10150.00,10253.25,10228.00,10160.20,89,127,1301747.00,
500460,MUKAND LTD. ,B ,Q,54.00,54.00,49.00,49.55,49.50,51.20,60,8959,449527.00,
500464,UCAL FUEL   ,B ,Q,158.40,158.40,155.20,156.95,157.00,161.50,57,613,96303.00,
500467,HARR.MALAYAL,B ,Q,67.00,68.00,67.00,67.30,67.15,66.85,23,1112,74887.00,
500469,FEDERAL BANK,A ,Q,94.00,95.50,92.00,94.20,94.20,92.65,1296,508900,47920170.00,
500470,TATA STEEL  ,A ,Q,556.00,560.35,549.30,554.85,554.85,556.45,7399,560900,311244908.00,
500472,SKF INDIA   ,A ,Q,1981.35,1981.35,1956.95,1971.80,1971.50,1966.90,40,89,175400.00,
500477,ASHOK LEYL. ,A ,Q,87.20,91.75,85.80,89.65,89.65,86.70,8401,3169116,284242041.00,
500480,CUMMINS (I) ,A ,Q,730.00,730.00,698.00,706.60,705.00,728.75,1584,52001,36909735.00,
500483,TATA COMM   ,A ,Q,562.00,572.00,559.85,568.60,565.00,561.70,221,6722,3813570.00,
500488,ABBOTT (I)  ,A ,Q,7404.80,7475.00,7385.60,7441.10,7445.00,7436.95,155,1840,13738225.00,
500490,BAJ HOLD INV,A ,Q,3180.00,3250.80,3084.20,3222.50,3219.00,3100.05,443,1801,5721394.00,
500493,BHARAT FORGE,A ,Q,471.30,476.65,462.00,464.30,463.00,471.30,725,281956,132554403.00,
500495,ESCORTS LTD.,A ,Q,715.20,715.20,677.05,680.50,680.50,739.90,5205,203894,139809317.00,
500500,HIND.MOTORS ,T ,Q,7.68,7.68,7.17,7.26,7.21,7.36,62,21611,157796.00,
500510,LARSEN & TOU,A ,Q,1352.50,1376.45,1342.10,1358.95,1358.95,1347.75,3229,96229,131124635.00,
500520,MAH & MAH   ,A ,Q,646.85,660.25,635.55,644.50,644.50,645.45,2740,156348,101271557.00,
500530,BOSCH LTD   ,A ,Q,17971.00,18000.00,17606.40,17957.15,17979.40,17980.00,114,228,4074348.00,
500547,BHARAT PET. ,A ,Q,378.95,382.55,375.85,377.65,377.65,378.95,1289,126975,48021388.00,
500550,SIEMENS LTD.,A ,Q,1171.95,1187.10,1148.00,1150.45,1153.60,1171.15,749,15219,17801294.00,
500570,TATA MOTORS ,A ,Q,212.90,212.90,205.95,207.15,207.15,214.20,8444,1508324,315719572.00,
500575,VOLTAS LTD  ,A ,Q,600.00,610.25,598.65,600.55,600.55,602.85,695,33174,20023188.00,
500620,GREAT EASTE ,A ,Q,291.50,294.80,286.60,288.40,286.65,287.60,251,4255,1237203.00,
500645,DEEPAK FERT.,A ,Q,135.50,135.50,131.50,132.75,133.30,135.70,399,20239,2701636.00,
500650,EXCEL INDUST,B ,Q,1058.80,1099.00,1044.00,1079.45,1079.45,1069.75,133,1171,1261027.00,
500655,GARWARE POLY,X ,Q,209.25,214.00,204.00,206.35,204.30,209.25,42,1446,298848.00,
500660,GLAXOSMITH  ,A ,Q,1299.00,1299.00,1275.00,1286.55,1286.55,1281.55,122,921,1180526.00,
500670,GUJ.NARMADA ,A ,Q,315.00,319.40,311.80,313.70,313.70,312.85,1075,41968,13200382.00,
